TransactionID,Date,Category,Product,Quantity,UnitPrice,TotalPrice,Region,SalesRep,PaymentMethod
722,2023-03-08,Toys,Board Game,16,808.94,12943.04,Central,Diana,Credit Card
723,2023-12-29,Clothing,Jeans,1,467.56,467.56,North,Alice,Cash
724,2023-04-17,Toys,Board Game,11,352.9,3881.9,West,Alice,Credit Card
725,2023-01-06,Furniture,Sofa,10,303.78,3037.8,East,Alice,Online
726,2023-01-04,Electronics,Tablet,19,617.91,11740.29,East,Diana,Cash
727,2023-03-31,Furniture,Sofa,16,798.27,12772.32,East,Diana,Credit Card
728,2023-09-04,Furniture,Bookshelf,15,785.07,11776.05,Central,Charlie,Bank Transfer
729,2023-01-29,Toys,Action Figure,18,538.21,9687.78,Central,Charlie,Credit Card
730,2023-10-23,Clothing,Jacket,9,841.54,7573.86,North,Bob,Online
731,2023-07-12,Toys,Doll,13,191.44,2488.72,Central,Ethan,Cash
732,2023-06-07,Clothing,T-Shirt,3,499.57,1498.71,East,Diana,Credit Card
733,2023-07-10,Groceries,Bread,10,179.14,1791.4,South,Ethan,Online
734,2023-01-20,Furniture,Chair,1,800.03,800.03,West,Ethan,Credit Card
735,2023-04-08,Clothing,Shoes,11,147.58,1623.38,Central,Charlie,Cash
736,2023-09-22,Furniture,Table,13,715.11,9296.43,North,Diana,Cash
737,2023-01-03,Clothing,T-Shirt,11,469.54,5164.94,Central,Alice,Cash
738,2023-02-22,Toys,Action Figure,10,640.66,6406.6,North,Ethan,Credit Card
739,2023-06-14,Furniture,Table,18,322.55,5805.9,East,Charlie,Bank Transfer
740,2023-12-10,Electronics,Tablet,9,118.89,1070.01,South,Bob,Cash
741,2023-04-16,Toys,Action Figure,9,145.85,1312.65,Central,Charlie,Online
742,2023-10-21,Furniture,Table,20,892.78,17855.6,North,Charlie,Bank Transfer
743,2023-01-26,Furniture,Chair,4,386.68,1546.72,West,Alice,Cash
744,2023-08-07,Groceries,Milk,15,618.23,9273.45,Central,Ethan,Online
745,2023-06-20,Furniture,Chair,5,97.45,487.25,West,Ethan,Bank Transfer
746,2023-02-19,Groceries,Bread,8,947.71,7581.68,West,Diana,Credit Card
747,2023-11-12,Clothing,Jacket,11,789.83,8688.13,West,Bob,Online
748,2023-08-21,Groceries,Rice,4,354.68,1418.72,North,Diana,Bank Transfer
749,2023-03-29,Clothing,Jacket,5,510.41,2552.05,Central,Ethan,Bank Transfer
750,2024-01-01,Electronics,Tablet,10,535.08,5350.8,Central,Alice,Bank Transfer
751,2023-10-30,Groceries,Milk,18,163.23,2938.14,Central,Bob,Bank Transfer
752,2023-07-16,Electronics,Tablet,14,785.39,10995.46,South,Ethan,Bank Transfer
753,2023-10-18,Clothing,Jeans,19,837.56,15913.64,South,Alice,Cash
754,2023-10-31,Toys,Board Game,4,822.91,3291.64,East,Ethan,Credit Card
755,2023-06-07,Groceries,Rice,20,772.49,15449.8,Central,Alice,Bank Transfer
756,2023-06-17,Groceries,Rice,5,887.83,4439.15,North,Bob,Cash
757,2023-03-17,Furniture,Bookshelf,13,617.49,8027.37,Central,Charlie,Bank Transfer
758,2023-04-11,Furniture,Sofa,10,918.91,9189.1,East,Ethan,Bank Transfer
759,2023-06-26,Electronics,Laptop,13,848.4,11029.2,Central,Ethan,Online
760,2023-02-01,Clothing,T-Shirt,12,114.15,1369.8,North,Ethan,Online
761,2023-01-16,Furniture,Bookshelf,11,713.21,7845.31,Central,Diana,Bank Transfer
762,2023-07-15,Groceries,Milk,5,192.29,961.45,South,Diana,Bank Transfer
763,2023-07-04,Groceries,Milk,5,16.54,82.7,East,Bob,Cash
764,2023-03-15,Groceries,Eggs,5,644.03,3220.15,South,Alice,Bank Transfer
765,2023-08-22,Toys,Board Game,15,511.87,7678.05,Central,Bob,Bank Transfer
766,2023-07-16,Clothing,Jeans,20,12.39,247.8,South,Diana,Bank Transfer
767,2023-05-02,Toys,Action Figure,19,370.14,7032.66,West,Ethan,Cash
768,2023-10-18,Groceries,Bread,16,961.93,15390.88,North,Ethan,Cash
769,2023-03-14,Toys,Action Figure,3,525.74,1577.22,West,Ethan,Cash
770,2023-05-06,Groceries,Rice,10,614.97,6149.7,Central,Ethan,Online
771,2023-10-01,Electronics,Headphones,16,576.1,9217.6,West,Ethan,Online
772,2023-08-04,Clothing,Jacket,2,696.58,1393.16,East,Bob,Online
773,2023-10-16,Clothing,T-Shirt,6,575,3450,West,Ethan,Online
774,2023-11-16,Electronics,Tablet,5,508.07,2540.35,West,Alice,Online
775,2023-05-10,Furniture,Sofa,1,742.72,742.72,East,Charlie,Credit Card
776,2023-10-30,Furniture,Bookshelf,9,783.62,7052.58,East,Bob,Credit Card
777,2023-09-06,Furniture,Chair,5,597.57,2987.85,East,Alice,Credit Card
778,2023-09-11,Groceries,Eggs,6,214.8,1288.8,South,Diana,Online
779,2023-01-28,Clothing,T-Shirt,15,401.75,6026.25,North,Bob,Online
780,2023-09-01,Toys,Doll,16,266.31,4260.96,West,Diana,Bank Transfer
781,2023-01-07,Clothing,Shoes,17,684.46,11635.82,West,Charlie,Cash
782,2023-02-19,Toys,Action Figure,9,338.29,3044.61,West,Ethan,Online
783,2023-02-20,Clothing,Shoes,19,771.64,14661.16,West,Bob,Online
784,2023-12-13,Furniture,Sofa,1,832.53,832.53,Central,Alice,Cash
785,2023-07-30,Electronics,Laptop,8,726.62,5812.96,West,Charlie,Online
786,2023-04-09,Electronics,Laptop,2,938.81,1877.62,Central,Alice,Credit Card
787,2023-11-03,Electronics,Laptop,5,379.08,1895.4,North,Ethan,Credit Card
788,2023-02-26,Furniture,Sofa,3,640.59,1921.77,East,Diana,Online
789,2023-08-07,Clothing,Jacket,9,778.22,7003.98,South,Alice,Bank Transfer
790,2023-07-18,Clothing,T-Shirt,6,443.37,2660.22,East,Charlie,Bank Transfer
791,2023-04-13,Toys,Board Game,4,148.15,592.6,South,Diana,Bank Transfer
792,2023-04-22,Toys,Puzzle,4,39.69,158.76,West,Charlie,Cash
793,2023-10-20,Clothing,Shoes,5,654.6,3273,North,Diana,Cash
794,2023-01-20,Groceries,Bread,13,576.77,7498.01,South,Charlie,Bank Transfer
795,2023-09-02,Groceries,Eggs,8,8.29,66.32,North,Ethan,Bank Transfer
796,2023-03-04,Toys,Action Figure,13,59.92,778.96,East,Charlie,Cash
797,2023-07-07,Toys,Action Figure,10,649.55,6495.5,North,Diana,Credit Card
798,2023-10-11,Electronics,Headphones,13,896.98,11660.74,South,Charlie,Online
799,2023-09-07,Electronics,Headphones,2,197.13,394.26,South,Bob,Credit Card
800,2023-09-08,Groceries,Rice,16,536.27,8580.32,Central,Charlie,Bank Transfer
801,2023-01-09,Electronics,Tablet,2,408.48,816.96,North,Charlie,Credit Card
802,2023-12-01,Toys,Board Game,19,236.82,4499.58,Central,Bob,Cash
803,2023-01-19,Furniture,Bookshelf,20,50.57,1011.4,North,Diana,Credit Card
804,2023-01-08,Furniture,Chair,15,613.17,9197.55,East,Alice,Cash
805,2023-02-24,Electronics,Headphones,8,67.79,542.32,Central,Ethan,Credit Card
806,2023-08-07,Clothing,Shoes,19,548.16,10415.04,East,Alice,Online
807,2023-04-20,Electronics,Smartphone,4,277.52,1110.08,East,Alice,Bank Transfer
808,2023-03-28,Clothing,Jeans,19,45.5,864.5,West,Bob,Cash
809,2023-11-20,Toys,Board Game,16,85.32,1365.12,South,Alice,Cash
810,2023-04-02,Electronics,Tablet,5,210.13,1050.65,West,Diana,Online
811,2023-09-25,Groceries,Eggs,20,693.22,13864.4,South,Bob,Credit Card
812,2023-09-13,Toys,Puzzle,14,9.55,133.7,East,Charlie,Credit Card
813,2023-04-09,Electronics,Laptop,18,510,9180,Central,Charlie,Bank Transfer
814,2023-11-17,Furniture,Sofa,4,797.63,3190.52,North,Bob,Bank Transfer
815,2023-09-12,Furniture,Table,12,288.64,3463.68,North,Alice,Bank Transfer
816,2023-05-09,Clothing,Shoes,2,925.24,1850.48,North,Alice,Credit Card
817,2023-03-22,Electronics,Headphones,3,895.6,2686.8,Central,Alice,Bank Transfer
818,2023-10-31,Toys,Action Figure,11,233.91,2573.01,West,Bob,Cash
819,2023-06-16,Furniture,Chair,7,378.65,2650.55,South,Diana,Credit Card
820,2023-02-07,Groceries,Eggs,5,220.08,1100.4,North,Diana,Bank Transfer
821,2023-04-02,Groceries,Bread,7,633.86,4437.02,South,Diana,Online
822,2023-04-14,Clothing,Jeans,2,284.2,568.4,North,Ethan,Cash
823,2023-08-27,Groceries,Eggs,8,886.98,7095.84,South,Charlie,Credit Card
824,2023-11-23,Toys,Doll,8,91.04,728.32,Central,Ethan,Bank Transfer
825,2023-04-21,Toys,Board Game,1,731.37,731.37,West,Charlie,Credit Card
826,2023-05-07,Clothing,Shoes,19,946.52,17983.88,Central,Bob,Cash
827,2023-08-02,Electronics,Laptop,2,428.57,857.14,West,Ethan,Bank Transfer
828,2023-09-03,Electronics,Headphones,3,560.69,1682.07,West,Bob,Cash
829,2023-12-21,Groceries,Milk,10,242.87,2428.7,South,Charlie,Cash
830,2023-01-09,Groceries,Bread,19,748.55,14222.45,South,Diana,Cash
831,2023-08-21,Groceries,Milk,12,628.68,7544.16,West,Bob,Cash
832,2023-11-18,Electronics,Headphones,2,300.11,600.22,East,Ethan,Online
833,2023-12-24,Toys,Doll,11,737.08,8107.88,North,Ethan,Cash
834,2023-09-21,Clothing,T-Shirt,12,468.03,5616.36,North,Diana,Cash
835,2023-07-07,Clothing,Jeans,18,710.79,12794.22,Central,Alice,Credit Card
836,2023-03-12,Clothing,Jeans,16,738.69,11819.04,Central,Alice,Credit Card
837,2023-04-26,Clothing,Jacket,14,280.76,3930.64,East,Ethan,Cash
838,2023-07-10,Clothing,Shoes,17,830.41,14116.97,West,Ethan,Bank Transfer
839,2023-12-30,Toys,Action Figure,12,800.9,9610.8,West,Ethan,Cash
840,2023-04-07,Groceries,Rice,6,291.93,1751.58,North,Diana,Cash
841,2023-02-25,Furniture,Sofa,16,154.75,2476,North,Bob,Credit Card
842,2023-09-24,Electronics,Tablet,5,476.54,2382.7,West,Ethan,Bank Transfer
843,2023-08-16,Electronics,Tablet,1,872.43,872.43,South,Alice,Credit Card
844,2023-09-24,Clothing,Shoes,11,488.72,5375.92,Central,Charlie,Bank Transfer
845,2023-08-23,Clothing,Jeans,9,230.65,2075.85,East,Bob,Online
846,2023-05-28,Electronics,Smartphone,15,956.43,14346.45,East,Charlie,Credit Card
847,2023-12-31,Toys,Action Figure,5,165.45,827.25,South,Bob,Cash
848,2023-01-22,Clothing,Jeans,12,188.57,2262.84,West,Charlie,Cash
849,2023-12-07,Clothing,Jacket,15,542.17,8132.55,South,Charlie,Credit Card
850,2023-10-01,Clothing,T-Shirt,16,769.68,12314.88,North,Diana,Bank Transfer
851,2023-06-13,Furniture,Chair,11,649.01,7139.11,Central,Ethan,Online
852,2023-08-31,Clothing,Jeans,11,690.7,7597.7,Central,Diana,Bank Transfer
853,2023-01-21,Furniture,Chair,13,619.43,8052.59,East,Alice,Credit Card
854,2023-08-17,Clothing,T-Shirt,20,643.11,12862.2,East,Alice,Credit Card
855,2023-05-23,Furniture,Chair,15,678.68,10180.2,North,Ethan,Cash
856,2023-09-20,Groceries,Milk,20,607.05,12141,West,Charlie,Cash
857,2023-12-08,Clothing,Shoes,12,389.18,4670.16,South,Diana,Cash
858,2023-05-26,Clothing,Jacket,18,92.16,1658.88,East,Diana,Bank Transfer
859,2023-08-01,Groceries,Bread,14,143.87,2014.18,South,Diana,Cash
860,2023-03-15,Furniture,Sofa,11,70.79,778.69,West,Ethan,Bank Transfer
861,2023-02-15,Electronics,Headphones,6,558.03,3348.18,East,Diana,Credit Card
862,2023-04-13,Furniture,Bookshelf,16,47.02,752.32,East,Ethan,Online
863,2023-10-27,Clothing,Shoes,8,31.71,253.68,Central,Diana,Cash
864,2023-03-20,Clothing,Jacket,10,420.07,4200.7,West,Alice,Bank Transfer
865,2023-12-19,Furniture,Chair,16,994.36,15909.76,North,Charlie,Cash
866,2023-11-03,Clothing,Shoes,9,629.86,5668.74,Central,Diana,Bank Transfer
867,2023-12-22,Electronics,Tablet,1,846.05,846.05,Central,Ethan,Credit Card
868,2023-10-25,Electronics,Smartphone,5,360.6,1803,East,Diana,Cash
869,2023-05-20,Clothing,Shoes,10,295.21,2952.1,East,Alice,Cash
870,2023-09-21,Furniture,Table,6,545.99,3275.94,North,Ethan,Online
871,2023-12-17,Clothing,Jacket,18,582.15,10478.7,East,Alice,Credit Card
872,2023-01-07,Furniture,Sofa,14,343.61,4810.54,East,Diana,Credit Card
873,2023-02-22,Furniture,Table,7,796.13,5572.91,Central,Bob,Cash
874,2023-08-02,Groceries,Rice,1,482.12,482.12,North,Bob,Online
875,2023-12-20,Clothing,Jeans,17,764.77,13001.09,West,Ethan,Online
876,2023-03-30,Clothing,T-Shirt,5,857.53,4287.65,North,Bob,Credit Card
877,2023-12-19,Furniture,Sofa,5,981.2,4906,South,Bob,Bank Transfer
878,2023-12-20,Electronics,Laptop,14,47.3,662.2,North,Diana,Cash
879,2023-01-17,Toys,Puzzle,9,48.07,432.63,West,Alice,Online
880,2023-12-08,Electronics,Laptop,7,589.67,4127.69,North,Ethan,Credit Card
881,2023-04-05,Clothing,T-Shirt,9,949.05,8541.45,North,Bob,Online
882,2023-06-30,Furniture,Table,3,103.61,310.83,Central,Ethan,Cash
883,2023-09-28,Furniture,Table,18,9.31,167.58,East,Bob,Cash
884,2023-04-20,Toys,Board Game,6,442.47,2654.82,East,Ethan,Cash
885,2023-04-03,Clothing,Shoes,17,231.42,3934.14,West,Bob,Cash
886,2023-06-10,Electronics,Headphones,5,498.34,2491.7,North,Ethan,Online
887,2023-12-27,Clothing,T-Shirt,16,120.14,1922.24,North,Charlie,Online
888,2023-08-22,Toys,Action Figure,18,410.25,7384.5,West,Bob,Bank Transfer
889,2023-04-07,Electronics,Headphones,1,998.73,998.73,East,Bob,Bank Transfer
890,2023-12-11,Electronics,Headphones,3,123.62,370.86,West,Ethan,Bank Transfer
891,2023-07-25,Toys,Puzzle,12,975.33,11703.96,South,Alice,Online
892,2023-04-13,Toys,Board Game,14,726.57,10171.98,North,Bob,Online
893,2024-01-01,Toys,Action Figure,16,668.34,10693.44,West,Charlie,Bank Transfer
894,2023-09-06,Toys,Action Figure,4,126.58,506.32,South,Diana,Bank Transfer
895,2023-09-12,Furniture,Table,2,831.16,1662.32,North,Alice,Bank Transfer
896,2023-12-14,Electronics,Smartphone,11,156.97,1726.67,West,Ethan,Cash
897,2023-02-09,Toys,Board Game,10,663.78,6637.8,West,Bob,Bank Transfer
898,2023-09-16,Clothing,Jacket,1,952.82,952.82,Central,Ethan,Cash
899,2023-08-09,Electronics,Headphones,13,445.34,5789.42,West,Charlie,Cash
900,2023-01-17,Furniture,Sofa,14,138.82,1943.48,South,Diana,Bank Transfer
901,2023-09-07,Electronics,Headphones,19,472.47,8976.93,Central,Ethan,Credit Card
902,2023-09-17,Electronics,Headphones,19,971.02,18449.38,East,Diana,Online
903,2023-05-26,Clothing,T-Shirt,2,132.56,265.12,North,Ethan,Online
904,2023-06-28,Toys,Puzzle,4,431.01,1724.04,East,Diana,Online
905,2023-07-30,Clothing,T-Shirt,8,649.84,5198.72,South,Bob,Cash
906,2023-12-19,Electronics,Tablet,6,24.61,147.66,North,Charlie,Online
907,2023-01-20,Groceries,Eggs,14,270.29,3784.06,Central,Ethan,Bank Transfer
908,2023-10-29,Electronics,Tablet,13,325.81,4235.53,West,Ethan,Cash
909,2023-09-08,Electronics,Smartphone,17,812.4,13810.8,East,Diana,Online
910,2023-03-27,Toys,Action Figure,7,499.47,3496.29,East,Diana,Cash
911,2023-10-02,Furniture,Sofa,10,996.25,9962.5,East,Alice,Bank Transfer
912,2023-04-26,Toys,Puzzle,19,340.15,6462.85,Central,Alice,Cash
913,2023-10-18,Toys,Board Game,12,796.67,9560.04,West,Bob,Online
914,2023-09-16,Clothing,Shoes,7,417.24,2920.68,Central,Charlie,Online
915,2023-11-16,Toys,Board Game,1,629.7,629.7,Central,Bob,Credit Card
916,2023-10-23,Groceries,Milk,18,809.89,14578.02,West,Charlie,Bank Transfer
917,2023-10-17,Electronics,Smartphone,5,244.17,1220.85,East,Diana,Online
918,2023-08-11,Groceries,Bread,14,270.6,3788.4,North,Bob,Online
919,2023-11-27,Furniture,Sofa,13,242.29,3149.77,Central,Bob,Credit Card
920,2023-04-09,Electronics,Smartphone,16,562.03,8992.48,East,Diana,Bank Transfer
921,2023-08-05,Electronics,Smartphone,5,34,170,South,Charlie,Online
922,2023-12-04,Toys,Doll,1,60.05,60.05,North,Diana,Cash
923,2023-06-10,Toys,Action Figure,12,673.31,8079.72,North,Diana,Cash
924,2023-07-23,Furniture,Table,17,933.27,15865.59,North,Ethan,Online
925,2023-09-12,Electronics,Smartphone,11,332.64,3659.04,Central,Alice,Bank Transfer
926,2023-05-01,Groceries,Milk,6,218.04,1308.24,South,Alice,Online
927,2023-08-14,Groceries,Bread,16,535.8,8572.8,Central,Alice,Cash
928,2023-06-12,Toys,Board Game,9,880.04,7920.36,West,Bob,Credit Card
929,2023-07-05,Groceries,Bread,20,39.64,792.8,East,Alice,Cash
930,2023-12-20,Furniture,Sofa,10,640.75,6407.5,Central,Diana,Online
931,2023-12-17,Electronics,Smartphone,1,910.24,910.24,West,Diana,Bank Transfer
932,2023-05-11,Clothing,T-Shirt,7,860.12,6020.84,South,Charlie,Credit Card
933,2023-08-13,Clothing,Shoes,3,824.08,2472.24,North,Charlie,Bank Transfer
934,2023-08-30,Groceries,Bread,6,699.99,4199.94,West,Alice,Cash
935,2023-06-30,Groceries,Bread,2,643.17,1286.34,West,Alice,Credit Card
936,2023-11-19,Groceries,Milk,7,630.15,4411.05,North,Diana,Online
937,2023-10-22,Electronics,Laptop,17,715,12155,South,Bob,Credit Card
938,2023-11-01,Groceries,Bread,5,264.38,1321.9,West,Diana,Online
939,2023-05-25,Furniture,Chair,6,396.53,2379.18,West,Charlie,Bank Transfer
940,2023-10-20,Furniture,Chair,20,628.49,12569.8,North,Ethan,Cash
941,2023-08-25,Furniture,Sofa,13,619.91,8058.83,South,Alice,Online
942,2023-03-18,Electronics,Tablet,4,19.04,76.16,South,Ethan,Bank Transfer
943,2023-08-21,Groceries,Rice,7,946.32,6624.24,South,Bob,Online
944,2023-05-28,Groceries,Eggs,7,602.08,4214.56,South,Diana,Online
945,2023-12-13,Furniture,Bookshelf,5,33.63,168.15,South,Diana,Online
946,2023-05-01,Toys,Board Game,19,685.85,13031.15,South,Charlie,Bank Transfer
947,2023-02-13,Electronics,Headphones,13,688.42,8949.46,South,Charlie,Bank Transfer
948,2023-12-29,Groceries,Bread,18,63.46,1142.28,North,Alice,Online
949,2023-05-01,Groceries,Bread,2,10.33,20.66,Central,Ethan,Bank Transfer
950,2023-06-04,Groceries,Bread,2,582.58,1165.16,South,Ethan,Online
951,2023-03-28,Toys,Board Game,5,94.2,471,East,Diana,Bank Transfer
952,2023-03-14,Clothing,T-Shirt,5,501.71,2508.55,East,Alice,Online
953,2023-07-04,Groceries,Bread,9,519.39,4674.51,East,Ethan,Bank Transfer
954,2023-03-26,Clothing,Shoes,15,57.96,869.4,South,Ethan,Credit Card
955,2023-01-28,Furniture,Table,9,167.74,1509.66,North,Diana,Bank Transfer
956,2023-08-12,Electronics,Headphones,12,988.87,11866.44,North,Diana,Bank Transfer
957,2023-08-23,Groceries,Rice,12,98.11,1177.32,South,Alice,Online
958,2023-04-03,Furniture,Sofa,7,585.63,4099.41,Central,Ethan,Cash
959,2023-09-27,Toys,Doll,8,769.41,6155.28,West,Alice,Cash
960,2023-06-18,Electronics,Tablet,12,592.39,7108.68,North,Diana,Cash
961,2023-06-15,Furniture,Chair,16,456.79,7308.64,North,Diana,Online
962,2023-11-01,Electronics,Tablet,15,328.29,4924.35,North,Ethan,Credit Card
963,2023-04-19,Electronics,Tablet,3,549.42,1648.26,East,Alice,Bank Transfer
964,2023-02-17,Groceries,Bread,13,93.74,1218.62,South,Bob,Credit Card
965,2023-03-25,Groceries,Eggs,4,302.05,1208.2,East,Bob,Bank Transfer
966,2023-06-08,Toys,Doll,12,515.09,6181.08,East,Alice,Bank Transfer
967,2023-08-17,Groceries,Eggs,20,425.96,8519.2,East,Ethan,Bank Transfer
968,2023-07-08,Toys,Doll,3,45.24,135.72,West,Diana,Online
969,2023-08-26,Furniture,Table,17,88.55,1505.35,West,Ethan,Bank Transfer
970,2023-08-12,Electronics,Headphones,5,685.89,3429.45,East,Bob,Online
971,2023-05-08,Toys,Board Game,2,553.24,1106.48,East,Ethan,Cash
972,2023-09-20,Electronics,Headphones,15,662.55,9938.25,West,Alice,Online
973,2023-07-01,Clothing,T-Shirt,4,741.81,2967.24,Central,Alice,Bank Transfer
974,2023-04-02,Furniture,Bookshelf,14,877.37,12283.18,North,Alice,Online
975,2023-06-10,Toys,Board Game,9,344.63,3101.67,West,Ethan,Credit Card
976,2023-04-19,Furniture,Chair,4,436.63,1746.52,Central,Charlie,Cash
977,2023-01-03,Groceries,Rice,16,462.86,7405.76,North,Bob,Bank Transfer
978,2023-12-03,Toys,Board Game,20,363.93,7278.6,East,Ethan,Bank Transfer
979,2023-06-04,Electronics,Smartphone,7,116.35,814.45,South,Alice,Cash
980,2023-12-23,Furniture,Chair,5,651.49,3257.45,South,Diana,Bank Transfer
981,2023-11-17,Toys,Doll,15,152.42,2286.3,North,Charlie,Bank Transfer
982,2023-01-12,Electronics,Smartphone,16,474.13,7586.08,South,Diana,Bank Transfer
983,2023-10-27,Furniture,Table,13,55.67,723.71,East,Ethan,Cash
984,2023-02-22,Groceries,Eggs,20,732.42,14648.4,West,Ethan,Online
985,2023-01-19,Groceries,Eggs,19,725.99,13793.81,West,Ethan,Bank Transfer
986,2023-04-29,Electronics,Laptop,11,555.49,6110.39,West,Ethan,Online
987,2023-11-28,Groceries,Eggs,20,939.27,18785.4,North,Diana,Online
988,2023-08-18,Groceries,Rice,7,471.89,3303.23,South,Charlie,Bank Transfer
989,2023-04-29,Toys,Doll,20,854.19,17083.8,Central,Charlie,Bank Transfer
990,2023-03-09,Clothing,Shoes,16,800.76,12812.16,West,Charlie,Credit Card
991,2023-11-15,Furniture,Sofa,5,177.42,887.1,North,Diana,Credit Card
992,2023-11-07,Groceries,Rice,10,238.55,2385.5,West,Diana,Cash
993,2023-01-10,Clothing,Jacket,6,828.81,4972.86,East,Bob,Cash
994,2023-02-02,Clothing,Shoes,8,125.08,1000.64,North,Ethan,Credit Card
995,2023-09-07,Clothing,Jacket,18,271.15,4880.7,East,Alice,Credit Card
996,2023-12-20,Toys,Puzzle,15,962.83,14442.45,North,Diana,Cash
997,2023-02-24,Toys,Puzzle,17,109.88,1867.96,Central,Alice,Cash
998,2023-04-16,Clothing,Jeans,17,500.9,8515.3,East,Diana,Cash
999,2023-03-20,Clothing,Jacket,7,441.91,3093.37,South,Alice,Bank Transfer
1000,2023-01-04,Furniture,Bookshelf,17,175.41,2981.97,East,Charlie,Online
1001,2023-07-10,Groceries,Bread,17,424.61,7218.37,South,Bob,Credit Card
1002,2023-03-12,Groceries,Eggs,17,795.63,13525.71,West,Diana,Online
1003,2023-01-16,Groceries,Milk,3,89.35,268.05,North,Ethan,Online
1004,2023-07-25,Furniture,Bookshelf,2,661.88,1323.76,North,Diana,Credit Card
1005,2023-10-22,Electronics,Tablet,18,874.18,15735.24,West,Diana,Online
1006,2023-06-26,Electronics,Tablet,5,701.79,3508.95,Central,Ethan,Bank Transfer
1007,2023-11-26,Furniture,Bookshelf,7,881.57,6170.99,East,Diana,Cash
1008,2023-01-19,Toys,Action Figure,17,991.96,16863.32,West,Bob,Online
1009,2023-04-20,Electronics,Tablet,6,28.3,169.8,Central,Charlie,Online
1010,2023-05-04,Clothing,Shoes,2,842.38,1684.76,Central,Alice,Online
1011,2023-11-18,Toys,Action Figure,4,451.49,1805.96,North,Alice,Cash
1012,2023-08-21,Clothing,Jeans,18,845.27,15214.86,Central,Ethan,Credit Card
1013,2023-06-29,Clothing,Jacket,13,522.07,6786.91,Central,Bob,Credit Card
1014,2023-02-23,Clothing,Jeans,4,150.82,603.28,East,Diana,Bank Transfer
1015,2023-07-30,Electronics,Laptop,5,478.87,2394.35,North,Diana,Bank Transfer
1016,2023-02-09,Clothing,Shoes,17,779.93,13258.81,Central,Ethan,Online
1017,2023-10-27,Groceries,Eggs,14,824.69,11545.66,West,Diana,Credit Card
1018,2023-09-16,Furniture,Bookshelf,17,863.96,14687.32,West,Bob,Cash
1019,2023-12-22,Furniture,Bookshelf,6,944.35,5666.1,West,Alice,Online
1020,2023-03-02,Toys,Board Game,12,573.91,6886.92,North,Alice,Cash
1021,2023-09-25,Furniture,Chair,12,306.74,3680.88,East,Charlie,Bank Transfer
1022,2023-01-15,Furniture,Table,2,937.14,1874.28,Central,Diana,Online
1023,2023-05-26,Furniture,Table,4,549.8,2199.2,West,Alice,Cash
1024,2023-01-23,Groceries,Eggs,19,455.11,8647.09,Central,Charlie,Online
1025,2023-07-13,Groceries,Milk,15,762.87,11443.05,South,Ethan,Bank Transfer
1026,2023-03-18,Clothing,T-Shirt,14,390.3,5464.2,Central,Ethan,Bank Transfer
1027,2023-06-23,Toys,Puzzle,3,866.62,2599.86,West,Charlie,Cash
1028,2023-10-20,Clothing,T-Shirt,7,955.39,6687.73,Central,Alice,Cash
1029,2023-10-19,Toys,Doll,1,124.68,124.68,West,Ethan,Credit Card
1030,2023-01-10,Clothing,Jeans,15,89.22,1338.3,South,Ethan,Online
1031,2023-07-25,Toys,Puzzle,11,439.83,4838.13,West,Alice,Bank Transfer
1032,2023-01-13,Toys,Action Figure,3,119.07,357.21,West,Charlie,Cash
1033,2023-10-05,Furniture,Sofa,9,769.46,6925.14,South,Bob,Credit Card
1034,2023-06-07,Groceries,Milk,11,185.55,2041.05,North,Ethan,Cash
1035,2023-06-02,Groceries,Rice,14,893.55,12509.7,East,Bob,Online
1036,2023-07-12,Electronics,Laptop,20,588.1,11762,South,Bob,Bank Transfer
1037,2023-09-18,Toys,Board Game,2,321.74,643.48,North,Charlie,Bank Transfer
1038,2023-02-03,Groceries,Rice,1,272.81,272.81,West,Bob,Cash
1039,2023-05-07,Toys,Doll,14,448.75,6282.5,East,Ethan,Credit Card
1040,2023-03-14,Clothing,Jeans,14,961.55,13461.7,South,Ethan,Bank Transfer
1041,2023-01-22,Electronics,Headphones,6,5.54,33.24,Central,Charlie,Bank Transfer
1042,2023-05-20,Toys,Action Figure,7,587.23,4110.61,West,Charlie,Online
1043,2023-01-24,Furniture,Chair,13,699.94,9099.22,East,Alice,Credit Card
1044,2023-10-12,Clothing,Shoes,17,957.63,16279.71,South,Ethan,Online
1045,2023-12-16,Clothing,Jacket,8,663.97,5311.76,West,Charlie,Online
1046,2023-06-24,Furniture,Bookshelf,1,914.45,914.45,Central,Charlie,Credit Card
1047,2023-11-27,Electronics,Headphones,6,416.1,2496.6,North,Alice,Bank Transfer
1048,2023-07-21,Toys,Puzzle,1,893.11,893.11,North,Ethan,Bank Transfer
1049,2023-12-11,Electronics,Tablet,12,389.82,4677.84,West,Ethan,Cash
1050,2023-03-05,Groceries,Bread,1,225.41,225.41,South,Diana,Cash
1051,2023-05-24,Clothing,Jeans,10,809.37,8093.7,North,Ethan,Credit Card
1052,2023-04-30,Groceries,Bread,16,904.99,14479.84,North,Charlie,Credit Card
1053,2023-01-04,Furniture,Bookshelf,19,502.82,9553.58,North,Charlie,Credit Card
1054,2023-10-10,Furniture,Table,5,747.24,3736.2,North,Ethan,Credit Card
1055,2023-05-13,Toys,Doll,7,848.43,5939.01,Central,Charlie,Cash
1056,2023-12-21,Toys,Action Figure,1,938.2,938.2,Central,Diana,Cash
